ID,大限,受訪時大限,結婚狀態,Rule1,Rule2,Rule3,Rule4,Rule5,Rule6,Rule7,Rule8,Rule9,Rule10,Rule11,Rule12,Rule13,Rule14,Rule15,Rule16,Rule17,Rule18,Rule19,Rule20
5318,1,3,未婚,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5318,2,3,未婚,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5318,3,3,未婚,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5318,4,3,未婚,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
5318,5,3,未婚,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5318,6,3,未婚,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5318,7,3,未婚,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
5318,8,3,未婚,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5318,9,3,未婚,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5318,10,3,未婚,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
5321,1,3,已婚,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5321,2,3,已婚,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5321,3,3,已婚,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5321,4,3,已婚,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5321,5,3,已婚,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5321,6,3,已婚,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5321,7,3,已婚,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
