大限/流年,天干,地支,大限宮位,本命宮位,主星1,主星1本命四化,主星1大限四化,主星1流年四化,主星2,主星2本命四化,主星2大限四化,主星2流年四化,本命祿存,大限祿存,流年祿存,本命擎羊,大限擎羊,流年擎羊,本命陀羅,大限陀羅,流年陀羅,火星,鈴星,地空,地劫,本命紅鸞,流年紅鸞,本命天喜,流年天喜,文昌,文昌本命四化,文昌大限四化,文昌流年四化,文曲,文曲本命四化,文曲大限四化,文曲流年四化,左輔,左輔本命四化,左輔大限四化,左輔流年四化,右弼,右弼本命四化,右弼大限四化,右弼流年四化,boshi
1限,癸,卯,大官,官祿,太陰, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1限,甲,辰,大僕,僕役,貪狼, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,喜神
1限,乙,巳,大遷,遷移,巨門, ,祿, , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, ,科, , , , , , , , , ,蜚廉
1限,丙,午,大疾,疾厄,廉貞, , , ,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1限,丁,未,大財,財帛,天梁,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1限,戊,申,大子,子女,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1限,己,酉,大夫,夫妻,天同, , , , , , , , ,1, , , , , , , , , , , , , , , ,1, ,忌, , , , , , , , , , , , , ,青龍
1限,庚,戌,大兄,兄弟,武曲,忌, , , , , , , , , , ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,力士
1限,辛,亥,大命,命宮,太陽, ,權, , , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,博士
1986,壬,子,大父,父母,破軍, , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1986,癸,丑,大福,福德,天機, , ,權, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,伏兵
1986,壬,寅,大田,田宅,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,科, , , , , , ,大耗
1986,癸,卯,大官,官祿,太陰, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1986,甲,辰,大僕,僕役,貪狼, , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,喜神
1986,乙,巳,大遷,遷移,巨門, ,祿, , , , , , , ,1, , , , , , , , , , ,1, , , , , , , ,1, ,科, , , , , , , , , ,蜚廉
1986,丙,午,大疾,疾厄,廉貞, , ,忌,天相, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1986,丁,未,大財,財帛,天梁,祿, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,將軍
1986,戊,申,大子,子女,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1986,己,酉,大夫,夫妻,天同, , ,祿, , , , , ,1, , , , , , , , , , , , , , , ,1, ,忌,科, , , , , , , , , , , , ,青龍
1986,庚,戌,大兄,兄弟,武曲,忌, , , , , , , , , , ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,力士
1986,辛,亥,大命,命宮,太陽, ,權, , , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,博士
1987,壬,子,大父,父母,破軍, , , , , , , , , , ,1, , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , ,官符
1987,癸,丑,大福,福德,天機, , ,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1987,壬,寅,大田,田宅,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,科, , , , , , ,大耗
1987,癸,卯,大官,官祿,太陰, , ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1987,甲,辰,大僕,僕役,貪狼, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,喜神
1987,乙,巳,大遷,遷移,巨門, ,祿,忌, , , , , , , , , , , , ,1, , , , ,1, , , , , , , ,1, ,科, , , , , , , , , ,蜚廉
1987,丙,午,大疾,疾厄,廉貞, , , ,天相, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1987,丁,未,大財,財帛,天梁,祿, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1987,戊,申,大子,子女,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1987,己,酉,大夫,夫妻,天同, , ,權, , , , , ,1, , , , , , , , , , , , , , , ,1, ,忌, , , , , , , , , , , , , ,青龍
1987,庚,戌,大兄,兄弟,武曲,忌, , , , , , , , , , ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,力士
1987,辛,亥,大命,命宮,太陽, ,權, , , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,博士
1988,壬,子,大父,父母,破軍, , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , ,科,官符
1988,癸,丑,大福,福德,天機, , ,忌, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1988,壬,寅,大田,田宅,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,科, , , , , , ,大耗
1988,癸,卯,大官,官祿,太陰, , ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1988,甲,辰,大僕,僕役,貪狼, , ,祿, , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,喜神
1988,乙,巳,大遷,遷移,巨門, ,祿, , , , , , , ,1, , , , , , , , , , ,1, , , , , , , ,1, ,科, , , , , , , , , ,蜚廉
1988,丙,午,大疾,疾厄,廉貞, , , ,天相, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1988,丁,未,大財,財帛,天梁,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1988,戊,申,大子,子女,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1988,己,酉,大夫,夫妻,天同, , , , , , , , ,1, , , , , , , , , , , , , , , ,1, ,忌, , , , , , , , , , , , , ,青龍
1988,庚,戌,大兄,兄弟,武曲,忌, , , , , , , , , , ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,力士
1988,辛,亥,大命,命宮,太陽, ,權, , , , , ,1, , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , ,博士
1989,壬,子,大父,父母,破軍, , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1989,癸,丑,大福,福德,天機, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1989,壬,寅,大田,田宅,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,科, , , , , , ,大耗
1989,癸,卯,大官,官祿,太陰, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1989,甲,辰,大僕,僕役,貪狼, , ,權, , , , , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , ,喜神
1989,乙,巳,大遷,遷移,巨門, ,祿, , , , , , , , , , , , , ,1, , , , ,1, , , , , , , ,1, ,科,忌, , , , , , , , ,蜚廉
1989,丙,午,大疾,疾厄,廉貞, , , ,天相, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1989,丁,未,大財,財帛,天梁,祿, ,科, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1989,戊,申,大子,子女,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1989,己,酉,大夫,夫妻,天同, , , , , , , , ,1, , , , , , , , , , , , , , , ,1, ,忌, , , , , , , , , , , , , ,青龍
1989,庚,戌,大兄,兄弟,武曲,忌, ,祿, , , , , , , , ,1, ,1, , , , ,1, , ,1, , , , , , , , , , , , , , , , , , ,力士
1989,辛,亥,大命,命宮,太陽, ,權, , , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,博士
1990,壬,子,大父,父母,破軍, , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1990,癸,丑,大福,福德,天機, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1990,壬,寅,大田,田宅,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,科, , , , , , ,大耗
1990,癸,卯,大官,官祿,太陰, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,病符
1990,甲,辰,大僕,僕役,貪狼, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,喜神
1990,乙,巳,大遷,遷移,巨門, ,祿, , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, ,科, , , , , , , , , ,蜚廉
1990,丙,午,大疾,疾厄,廉貞, , , ,天相, , ,忌, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1990,丁,未,大財,財帛,天梁,祿, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1990,戊,申,大子,子女,七殺, , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1990,己,酉,大夫,夫妻,天同, , ,科, , , , , ,1, , , ,1, , , , , , , , , , , ,1, ,忌, , , , , , , , , , , , , ,青龍
1990,庚,戌,大兄,兄弟,武曲,忌, ,權, , , , , , , , ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,力士
1990,辛,亥,大命,命宮,太陽, ,權,祿, , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,博士
1991,壬,子,大父,父母,破軍, , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1991,癸,丑,大福,福德,天機, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1991,壬,寅,大田,田宅,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , ,1,科, , , , , , ,大耗
1991,癸,卯,大官,官祿,太陰, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1991,甲,辰,大僕,僕役,貪狼, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,喜神
1991,乙,巳,大遷,遷移,巨門, ,祿,祿, , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, ,科,科, , , , , , , , ,蜚廉
1991,丙,午,大疾,疾厄,廉貞, , , ,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1991,丁,未,大財,財帛,天梁,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1991,戊,申,大子,子女,七殺, , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1991,己,酉,大夫,夫妻,天同, , , , , , , , ,1,1, , , , , , , , , , , , , , ,1, ,忌,忌, , , , , , , , , , , , ,青龍
1991,庚,戌,大兄,兄弟,武曲,忌, , , , , , , , , , ,1,1,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,力士
1991,辛,亥,大命,命宮,太陽, ,權,權, , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,博士
1992,壬,子,大父,父母,破軍, , , , , , , , , , ,1, ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1992,癸,丑,大福,福德,天機, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,伏兵
1992,壬,寅,大田,田宅,紫微,權, ,權,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,科, ,科, , , , ,大耗
1992,癸,卯,大官,官祿,太陰, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1992,甲,辰,大僕,僕役,貪狼, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,喜神
1992,乙,巳,大遷,遷移,巨門, ,祿, , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, ,科, , , , , , , , , ,蜚廉
1992,丙,午,大疾,疾厄,廉貞, , , ,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1992,丁,未,大財,財帛,天梁,祿, ,祿, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,將軍
1992,戊,申,大子,子女,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1992,己,酉,大夫,夫妻,天同, , , , , , , , ,1, , , , , , , , , , , , , , , ,1, ,忌, , , , , , , , , , , , , ,青龍
1992,庚,戌,大兄,兄弟,武曲,忌, ,忌, , , , , , , , ,1, ,1, ,1, , ,1, , , , , , , , , , , , , , , , , , , , , ,力士
1992,辛,亥,大命,命宮,太陽, ,權, , , , , ,1, ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,博士
1993,壬,子,大父,父母,破軍, , ,祿, , , , , , ,1,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1993,癸,丑,大福,福德,天機, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1993,壬,寅,大田,田宅,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,科, , , , , , ,大耗
1993,癸,卯,大官,官祿,太陰, , ,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1993,甲,辰,大僕,僕役,貪狼, , ,忌, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,喜神
1993,乙,巳,大遷,遷移,巨門, ,祿,權, , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, ,科, , , , , , , , , ,蜚廉
1993,丙,午,大疾,疾厄,廉貞, , , ,天相, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,奏書
1993,丁,未,大財,財帛,天梁,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1993,戊,申,大子,子女,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1993,己,酉,大夫,夫妻,天同, , , , , , , , ,1, , , , , , , , , , , , , , , ,1, ,忌, , , , , , , , , , , , , ,青龍
1993,庚,戌,大兄,兄弟,武曲,忌, , , , , , , , , , ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,力士
1993,辛,亥,大命,命宮,太陽, ,權, , , , , ,1, , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , ,博士
1994,壬,子,大父,父母,破軍, , ,權, , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1994,癸,丑,大福,福德,天機, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1994,壬,寅,大田,田宅,紫微,權, , ,天府, , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , ,1,科, , , , , , ,大耗
1994,癸,卯,大官,官祿,太陰, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1994,甲,辰,大僕,僕役,貪狼, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,喜神
1994,乙,巳,大遷,遷移,巨門, ,祿, , , , , , , , , , , , , , , , , , ,1,1, , , , , , ,1, ,科, , , , , , , , , ,蜚廉
1994,丙,午,大疾,疾厄,廉貞, , ,祿,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1994,丁,未,大財,財帛,天梁,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1994,戊,申,大子,子女,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1994,己,酉,大夫,夫妻,天同, , , , , , , , ,1, , , , , , , , , , , , , , , ,1, ,忌, , , , , , , , , , , , , ,青龍
1994,庚,戌,大兄,兄弟,武曲,忌, ,科, , , , , , , , ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,力士
1994,辛,亥,大命,命宮,太陽, ,權,忌, , , , ,1, , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,博士
1995,壬,子,大父,父母,破軍, , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1995,癸,丑,大福,福德,天機, , ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1995,壬,寅,大田,田宅,紫微,權, ,科,天府, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , ,1,科, , , , , , ,大耗
1995,癸,卯,大官,官祿,太陰, , ,忌, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1995,甲,辰,大僕,僕役,貪狼, , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,喜神
1995,乙,巳,大遷,遷移,巨門, ,祿, , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, ,科, , , , , , , , , ,蜚廉
1995,丙,午,大疾,疾厄,廉貞, , , ,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1995,丁,未,大財,財帛,天梁,祿, ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1995,戊,申,大子,子女,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1995,己,酉,大夫,夫妻,天同, , , , , , , , ,1, , , , , , , , , , , , , , , ,1, ,忌, , , , , , , , , , , , , ,青龍
1995,庚,戌,大兄,兄弟,武曲,忌, , , , , , , , , , ,1, ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , , ,力士
1995,辛,亥,大命,命宮,太陽, ,權, , , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,博士
2限,壬,子,大福,父母,破軍, , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
2限,癸,丑,大田,福德,天機, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
2限,壬,寅,大官,田宅,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,科, , , , , , ,大耗
2限,癸,卯,大僕,官祿,太陰, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2限,甲,辰,大遷,僕役,貪狼, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,喜神
2限,乙,巳,大疾,遷移,巨門, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , ,蜚廉
2限,丙,午,大財,疾厄,廉貞, , , ,天相, ,忌, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
2限,丁,未,大子,財帛,天梁,祿, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2限,戊,申,大夫,子女,七殺, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
2限,己,酉,大兄,夫妻,天同, ,科, , , , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,青龍
2限,庚,戌,大命,兄弟,武曲,忌,權, , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,力士
2限,辛,亥,大父,命宮,太陽, ,祿, , , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,博士
1996,壬,子,大福,父母,破軍, , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1996,癸,丑,大田,福德,天機, , ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1996,壬,寅,大官,田宅,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,科, , , , , , ,大耗
1996,癸,卯,大僕,官祿,太陰, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,病符
1996,甲,辰,大遷,僕役,貪狼, , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,喜神
1996,乙,巳,大疾,遷移,巨門, , , , , , , , , ,1, , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , ,蜚廉
1996,丙,午,大財,疾厄,廉貞, , ,忌,天相, ,忌, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1996,丁,未,大子,財帛,天梁,祿, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1996,戊,申,大夫,子女,七殺, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1996,己,酉,大兄,夫妻,天同, ,科,祿, , , , , , , , ,1, , , , , , , , , , , ,1,1, , ,科, , , , , , , , , , , , ,青龍
1996,庚,戌,大命,兄弟,武曲,忌,權, , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,力士
1996,辛,亥,大父,命宮,太陽, ,祿, , , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,博士
1997,壬,子,大福,父母,破軍, , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1997,癸,丑,大田,福德,天機, , ,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1997,壬,寅,大官,田宅,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , ,1,科, , , , , , ,大耗
1997,癸,卯,大僕,官祿,太陰, , ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1997,甲,辰,大遷,僕役,貪狼, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,喜神
1997,乙,巳,大疾,遷移,巨門, , ,忌, , , , , , , , , , , , ,1, , , , ,1, , , , , , , ,1, , , , , , , , , , , ,蜚廉
1997,丙,午,大財,疾厄,廉貞, , , ,天相, ,忌, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1997,丁,未,大子,財帛,天梁,祿, , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1997,戊,申,大夫,子女,七殺, , , , , , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,小耗
1997,己,酉,大兄,夫妻,天同, ,科,權, , , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,青龍
1997,庚,戌,大命,兄弟,武曲,忌,權, , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,力士
1997,辛,亥,大父,命宮,太陽, ,祿, , , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,博士
1998,壬,子,大福,父母,破軍, , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , ,科,官符
1998,癸,丑,大田,福德,天機, , ,忌, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,伏兵
1998,壬,寅,大官,田宅,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,科, , , , , , ,大耗
1998,癸,卯,大僕,官祿,太陰, , ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1998,甲,辰,大遷,僕役,貪狼, , ,祿, , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,喜神
1998,乙,巳,大疾,遷移,巨門, , , , , , , , , ,1, , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , ,蜚廉
1998,丙,午,大財,疾厄,廉貞, , , ,天相, ,忌, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1998,丁,未,大子,財帛,天梁,祿, , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , ,將軍
1998,戊,申,大夫,子女,七殺, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1998,己,酉,大兄,夫妻,天同, ,科, , , , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,青龍
