大限/流年,天干,地支,大限宮位,本命宮位,主星1,主星1本命四化,主星1大限四化,主星1流年四化,主星2,主星2本命四化,主星2大限四化,主星2流年四化,本命祿存,大限祿存,流年祿存,本命擎羊,大限擎羊,流年擎羊,本命陀羅,大限陀羅,流年陀羅,火星,鈴星,地空,地劫,本命紅鸞,流年紅鸞,本命天喜,流年天喜,文昌,文昌本命四化,文昌大限四化,文昌流年四化,文曲,文曲本命四化,文曲大限四化,文曲流年四化,左輔,左輔本命四化,左輔大限四化,左輔流年四化,右弼,右弼本命四化,右弼大限四化,右弼流年四化,boshi
1931,丁,未,大父,父母,廉貞, ,忌, ,七殺, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1931,戊,申,大福,福德, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1931,己,酉,大田,田宅, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,科, , , , , , , , ,小耗
1931,庚,戌,大官,官祿,天同,權,祿, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1931,辛,亥,大僕,僕役,武曲, , , ,破軍, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1932,壬,子,大遷,遷移,太陽, , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,蜚廉
1932,癸,丑,大疾,疾厄,天府, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , ,科, , , , ,喜神
1932,壬,寅,大財,財帛,天機,科,權, ,太陰,祿, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,病符
1932,癸,卯,大子,子女,紫微, , ,權,貪狼, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
1932,甲,辰,大夫,夫妻,巨門,忌, , , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
1932,乙,巳,大兄,兄弟,天相, , , , , , , , ,1, , , , ,1, , , , , , , , , , ,1, ,科, , , , , , , , , , , , , ,官符
1932,丙,午,大命,命宮,天梁, , ,祿, , , , ,1, , , ,1, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , ,博士
1932,丁,未,大父,父母,廉貞, ,忌, ,七殺, , , , , , ,1, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,力士
1932,戊,申,大福,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1932,己,酉,大田,田宅, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
1932,庚,戌,大官,官祿,天同,權,祿, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1932,辛,亥,大僕,僕役,武曲, , ,忌,破軍, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1933,壬,子,大遷,遷移,太陽, , , , , , , , , ,1, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,蜚廉
1933,癸,丑,大疾,疾厄,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
1933,壬,寅,大財,財帛,天機,科,權, ,太陰,祿, ,科, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,病符
1933,癸,卯,大子,子女,紫微, , , ,貪狼, , ,忌, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
1933,甲,辰,大夫,夫妻,巨門,忌, ,權, , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
1933,乙,巳,大兄,兄弟,天相, , , , , , , , ,1, , , , ,1, , , , , , , , , , ,1, ,科, , , , , , , , , , , , , ,官符
1933,丙,午,大命,命宮,天梁, , , , , , , ,1, , , ,1, , , , , , ,1, , ,1,1, , , , , , , , , , , , , , , , , ,博士
1933,丁,未,大父,父母,廉貞, ,忌, ,七殺, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1933,戊,申,大福,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1933,己,酉,大田,田宅, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
1933,庚,戌,大官,官祿,天同,權,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1933,辛,亥,大僕,僕役,武曲, , , ,破軍, , ,祿, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1934,壬,子,大遷,遷移,太陽, , ,忌, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,蜚廉
1934,癸,丑,大疾,疾厄,天府, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,喜神
1934,壬,寅,大財,財帛,天機,科,權, ,太陰,祿, , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,病符
1934,癸,卯,大子,子女,紫微, , , ,貪狼, , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
1934,甲,辰,大夫,夫妻,巨門,忌, , , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
1934,乙,巳,大兄,兄弟,天相, , , , , , , , ,1, , , , ,1, , , , , , , ,1, , ,1, ,科, , , , , , , , , , , , , ,官符
1934,丙,午,大命,命宮,天梁, , , , , , , ,1, , , ,1, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , ,博士
1934,丁,未,大父,父母,廉貞, ,忌,祿,七殺, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1934,戊,申,大福,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1934,己,酉,大田,田宅, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
1934,庚,戌,大官,官祿,天同,權,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1934,辛,亥,大僕,僕役,武曲, , ,科,破軍, , ,權, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,奏書
1935,壬,子,大遷,遷移,太陽, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,蜚廉
1935,癸,丑,大疾,疾厄,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
1935,壬,寅,大財,財帛,天機,科,權,祿,太陰,祿, ,忌, , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , ,病符
1935,癸,卯,大子,子女,紫微, , ,科,貪狼, , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
1935,甲,辰,大夫,夫妻,巨門,忌, , , , , , , , , , , ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
1935,乙,巳,大兄,兄弟,天相, , , , , , , , ,1, , , , ,1, , , , , , , , , , ,1, ,科, , , , , , , , , , , , , ,官符
1935,丙,午,大命,命宮,天梁, , ,權, , , , ,1, , , ,1, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , ,博士
1935,丁,未,大父,父母,廉貞, ,忌, ,七殺, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1935,戊,申,大福,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1935,己,酉,大田,田宅, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
1935,庚,戌,大官,官祿,天同,權,祿, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,將軍
1935,辛,亥,大僕,僕役,武曲, , , ,破軍, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1936,壬,子,大遷,遷移,太陽, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,蜚廉
1936,癸,丑,大疾,疾厄,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
1936,壬,寅,大財,財帛,天機,科,權,權,太陰,祿, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,病符
1936,癸,卯,大子,子女,紫微, , , ,貪狼, , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , ,大耗
1936,甲,辰,大夫,夫妻,巨門,忌, , , , , , , , , , , , , ,1,1, , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
1936,乙,巳,大兄,兄弟,天相, , , , , , , , ,1,1, , , ,1, , , , , , , , , , ,1, ,科,科, , , , , , , , , , , , ,官符
1936,丙,午,大命,命宮,天梁, , , , , , , ,1, , , ,1,1, , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , ,博士
1936,丁,未,大父,父母,廉貞, ,忌,忌,七殺, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1936,戊,申,大福,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1936,己,酉,大田,田宅, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , ,小耗
1936,庚,戌,大官,官祿,天同,權,祿,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1936,辛,亥,大僕,僕役,武曲, , , ,破軍, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1937,壬,子,大遷,遷移,太陽, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,蜚廉
1937,癸,丑,大疾,疾厄,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
1937,壬,寅,大財,財帛,天機,科,權,科,太陰,祿, ,祿, , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,病符
1937,癸,卯,大子,子女,紫微, , , ,貪狼, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
1937,甲,辰,大夫,夫妻,巨門,忌, ,忌, , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
1937,乙,巳,大兄,兄弟,天相, , , , , , , , ,1, , , , ,1, ,1, , , , , , , , ,1, ,科, , , , , , , , , , , , , ,官符
1937,丙,午,大命,命宮,天梁, , , , , , , ,1, ,1, ,1, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , ,博士
1937,丁,未,大父,父母,廉貞, ,忌, ,七殺, , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1937,戊,申,大福,福德, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,青龍
1937,己,酉,大田,田宅, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
1937,庚,戌,大官,官祿,天同,權,祿,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1937,辛,亥,大僕,僕役,武曲, , , ,破軍, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1938,壬,子,大遷,遷移,太陽, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,蜚廉
1938,癸,丑,大疾,疾厄,天府, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , ,1, , ,科,喜神
1938,壬,寅,大財,財帛,天機,科,權,忌,太陰,祿, ,權, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,病符
1938,癸,卯,大子,子女,紫微, , , ,貪狼, , ,祿, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
1938,甲,辰,大夫,夫妻,巨門,忌, , , , , , , , , , , , , ,1,1, , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
1938,乙,巳,大兄,兄弟,天相, , , , , , , , ,1,1, , , ,1, , , , , , , , , , ,1, ,科, , , , , , , , , , , , , ,官符
1938,丙,午,大命,命宮,天梁, , , , , , , ,1, , , ,1,1, , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , ,博士
1938,丁,未,大父,父母,廉貞, ,忌, ,七殺, , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,力士
1938,戊,申,大福,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1938,己,酉,大田,田宅, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
1938,庚,戌,大官,官祿,天同,權,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1938,辛,亥,大僕,僕役,武曲, , , ,破軍, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
2限,壬,子,大僕,遷移,太陽, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,蜚廉
2限,癸,丑,大遷,疾厄,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2限,壬,寅,大疾,財帛,天機,科,科, ,太陰,祿,祿, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,病符
2限,癸,卯,大財,子女,紫微, , , ,貪狼, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2限,甲,辰,大子,夫妻,巨門,忌,忌, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
2限,乙,巳,大夫,兄弟,天相, , , , , , , , , , , , , ,1,1, , , , , , , , , ,1, , , , , , , , , , , , , , , ,官符
2限,丙,午,大兄,命宮,天梁, , , , , , , ,1,1, , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , ,博士
2限,丁,未,大命,父母,廉貞, , , ,七殺, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2限,戊,申,大父,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
2限,己,酉,大福,田宅, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2限,庚,戌,大田,官祿,天同,權,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2限,辛,亥,大官,僕役,武曲, , , ,破軍, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1939,壬,子,大僕,遷移,太陽, , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , ,蜚廉
1939,癸,丑,大遷,疾厄,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
1939,壬,寅,大疾,財帛,天機,科,科, ,太陰,祿,祿, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,病符
1939,癸,卯,大財,子女,紫微, , , ,貪狼, , ,權, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
1939,甲,辰,大子,夫妻,巨門,忌,忌, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
1939,乙,巳,大夫,兄弟,天相, , , , , , , , , , , , , ,1,1,1, , , , , , , , ,1, , , , , , , , , , , , , , , ,官符
1939,丙,午,大兄,命宮,天梁, , ,科, , , , ,1,1,1, , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , ,博士
1939,丁,未,大命,父母,廉貞, , , ,七殺, , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1939,戊,申,大父,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1939,己,酉,大福,田宅, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,忌, , , , , , , , ,小耗
1939,庚,戌,大田,官祿,天同,權,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1939,辛,亥,大官,僕役,武曲, , ,祿,破軍, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1940,壬,子,大僕,遷移,太陽, , ,祿, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,蜚廉
1940,癸,丑,大遷,疾厄,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
1940,壬,寅,大疾,財帛,天機,科,科, ,太陰,祿,祿, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,病符
1940,癸,卯,大財,子女,紫微, , , ,貪狼, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
1940,甲,辰,大子,夫妻,巨門,忌,忌, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
1940,乙,巳,大夫,兄弟,天相, , ,忌, , , , , , , , , , ,1,1, , , , , , , , ,1,1, , , , , , , , , , , , , , , ,官符
1940,丙,午,大兄,命宮,天梁, , , , , , , ,1,1, , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , ,博士
1940,丁,未,大命,父母,廉貞, , , ,七殺, , , , , , ,1,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,力士
1940,戊,申,大父,福德, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1940,己,酉,大福,田宅, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
1940,庚,戌,大田,官祿,天同,權,權,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1940,辛,亥,大官,僕役,武曲, , ,權,破軍, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,奏書
1941,壬,子,大僕,遷移,太陽, , ,權, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,蜚廉
1941,癸,丑,大遷,疾厄,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
1941,壬,寅,大疾,財帛,天機,科,科, ,太陰,祿,祿, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,病符
1941,癸,卯,大財,子女,紫微, , , ,貪狼, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
1941,甲,辰,大子,夫妻,巨門,忌,忌,祿, , , , , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , ,伏兵
1941,乙,巳,大夫,兄弟,天相, , , , , , , , , , , , , ,1,1, , , , , , , , , ,1, , ,忌, , , , , , , , , , , , ,官符
1941,丙,午,大兄,命宮,天梁, , , , , , , ,1,1, , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , ,博士
1941,丁,未,大命,父母,廉貞, , , ,七殺, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1941,戊,申,大父,福德, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1941,己,酉,大福,田宅, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,科, , , , , , , , ,小耗
1941,庚,戌,大田,官祿,天同,權,權, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
