大限/流年,天干,地支,大限宮位,本命宮位,主星1,主星1本命四化,主星1大限四化,主星1流年四化,主星2,主星2本命四化,主星2大限四化,主星2流年四化,本命祿存,大限祿存,流年祿存,本命擎羊,大限擎羊,流年擎羊,本命陀羅,大限陀羅,流年陀羅,火星,鈴星,地空,地劫,本命紅鸞,流年紅鸞,本命天喜,流年天喜,文昌,文昌本命四化,文昌大限四化,文昌流年四化,文曲,文曲本命四化,文曲大限四化,文曲流年四化,左輔,左輔本命四化,左輔大限四化,左輔流年四化,右弼,右弼本命四化,右弼大限四化,右弼流年四化,boshi
1923,庚,午,大遷,遷移,巨門, , ,權, , , , ,1, , , ,1, , , , , , , , , , , , , , , , ,1,忌, , , , , , , , , , ,博士
1923,辛,未,大疾,疾厄,天相, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1923,壬,申,大財,財帛,天同, ,祿, ,天梁,科, , , , , , , , , , , , , , , ,1, , , ,1, ,科, , , , , , , , , , , , , ,青龍
1923,癸,酉,大子,子女,武曲,祿, , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,小耗
1923,甲,戌,大夫,夫妻,太陽, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,將軍
1923,乙,亥,大兄,兄弟, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , ,奏書
1924,丙,子,大命,命宮,天機, ,權, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1924,丁,丑,大父,父母,紫微, , , ,破軍, , ,權, , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , ,喜神
1924,丙,寅,大福,福德, , , , , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,病符
1924,丁,卯,大田,田宅,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1924,戊,辰,大官,官祿,太陰, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1924,己,巳,大僕,僕役,廉貞, ,忌,祿,貪狼,權, , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1924,庚,午,大遷,遷移,巨門, , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , ,1,忌, , , , , , , , , , ,博士
1924,辛,未,大疾,疾厄,天相, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1924,壬,申,大財,財帛,天同, ,祿, ,天梁,科, , , , , , , , , , , , , , , ,1, , , ,1, ,科, , , , , , , , , , , , , ,青龍
1924,癸,酉,大子,子女,武曲,祿, ,科,七殺, , , , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , ,小耗
1924,甲,戌,大夫,夫妻,太陽, , ,忌, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1924,乙,亥,大兄,兄弟, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,奏書
1925,丙,子,大命,命宮,天機, ,權,祿, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1925,丁,丑,大父,父母,紫微, , ,科,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,喜神
1925,丙,寅,大福,福德, , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , ,病符
1925,丁,卯,大田,田宅,天府, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1925,戊,辰,大官,官祿,太陰, , ,忌, , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1925,己,巳,大僕,僕役,廉貞, ,忌, ,貪狼,權, , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1925,庚,午,大遷,遷移,巨門, , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , ,1,忌, , , , , , , , , , ,博士
1925,辛,未,大疾,疾厄,天相, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1925,壬,申,大財,財帛,天同, ,祿, ,天梁,科, ,權, , , , , , , , , , , , , ,1, , ,1,1, ,科, , , , , , , , , , , , , ,青龍
1925,癸,酉,大子,子女,武曲,祿, , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,小耗
1925,甲,戌,大夫,夫妻,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1925,乙,亥,大兄,兄弟, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,奏書
1926,丙,子,大命,命宮,天機, ,權,權, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1926,丁,丑,大父,父母,紫微, , , ,破軍, , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , ,喜神
1926,丙,寅,大福,福德, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,病符
1926,丁,卯,大田,田宅,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1926,戊,辰,大官,官祿,太陰, , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1926,己,巳,大僕,僕役,廉貞, ,忌,忌,貪狼,權, , , ,1,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1926,庚,午,大遷,遷移,巨門, , , , , , , ,1, , , ,1,1, , , , , , , , , , , , , , , ,1,忌, , , , , , , , , , ,博士
1926,辛,未,大疾,疾厄,天相, , , , , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,力士
1926,壬,申,大財,財帛,天同, ,祿,祿,天梁,科, , , , , , , , , , , , , , , ,1, , , ,1, ,科,科, , , , , , , , , , , , ,青龍
1926,癸,酉,大子,子女,武曲,祿, , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,小耗
1926,甲,戌,大夫,夫妻,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1926,乙,亥,大兄,兄弟, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,奏書
1927,丙,子,大命,命宮,天機, ,權,科, , , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , ,蜚廉
1927,丁,丑,大父,父母,紫微, , , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,喜神
1927,丙,寅,大福,福德, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,病符
1927,丁,卯,大田,田宅,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1927,戊,辰,大官,官祿,太陰, , ,祿, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1927,己,巳,大僕,僕役,廉貞, ,忌, ,貪狼,權, , , ,1, , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , ,官符
1927,庚,午,大遷,遷移,巨門, , ,忌, , , , ,1, ,1, ,1, , , , , , , , , , , , , , , , ,1,忌, , , , , , , , , , ,博士
1927,辛,未,大疾,疾厄,天相, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1927,壬,申,大財,財帛,天同, ,祿,權,天梁,科, , , , , , , , , , , , , , , ,1, , , ,1, ,科, , , , , , , , , , , , , ,青龍
1927,癸,酉,大子,子女,武曲,祿, , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,小耗
1927,甲,戌,大夫,夫妻,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1927,乙,亥,大兄,兄弟, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,奏書
1928,丙,子,大命,命宮,天機, ,權,忌, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1928,丁,丑,大父,父母,紫微, , , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,喜神
1928,丙,寅,大福,福德, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,病符
1928,丁,卯,大田,田宅,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1928,戊,辰,大官,官祿,太陰, , ,權, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1928,己,巳,大僕,僕役,廉貞, ,忌, ,貪狼,權, ,祿, ,1,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1928,庚,午,大遷,遷移,巨門, , , , , , , ,1, , , ,1,1, , , , , , , , , , , , , , , ,1,忌, , , , , , , , , , ,博士
1928,辛,未,大疾,疾厄,天相, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1928,壬,申,大財,財帛,天同, ,祿, ,天梁,科, , , , , , , , , , , , , , , ,1, , , ,1, ,科, , , , , , , , , , , , , ,青龍
1928,癸,酉,大子,子女,武曲,祿, , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,小耗
1928,甲,戌,大夫,夫妻,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,科,將軍
1928,乙,亥,大兄,兄弟, , , , , , , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,奏書
1929,丙,子,大命,命宮,天機, ,權, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1929,丁,丑,大父,父母,紫微, , , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,喜神
1929,丙,寅,大福,福德, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,病符
1929,丁,卯,大田,田宅,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1929,戊,辰,大官,官祿,太陰, , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , ,伏兵
1929,己,巳,大僕,僕役,廉貞, ,忌, ,貪狼,權, ,權, ,1, , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , ,官符
1929,庚,午,大遷,遷移,巨門, , , , , , , ,1, ,1, ,1, , , , , , , , , , , , , , , , ,1,忌, ,忌, , , , , , , , ,博士
1929,辛,未,大疾,疾厄,天相, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1929,壬,申,大財,財帛,天同, ,祿, ,天梁,科, ,科, , , , , , , , , , , , , ,1, , , ,1, ,科, , , , , , , , , , , , , ,青龍
1929,癸,酉,大子,子女,武曲,祿, ,祿,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,小耗
1929,甲,戌,大夫,夫妻,太陽, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,將軍
1929,乙,亥,大兄,兄弟, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,奏書
1930,丙,子,大命,命宮,天機, ,權, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1930,丁,丑,大父,父母,紫微, , , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,喜神
1930,丙,寅,大福,福德, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,病符
1930,丁,卯,大田,田宅,天府, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,大耗
1930,戊,辰,大官,官祿,太陰, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1930,己,巳,大僕,僕役,廉貞, ,忌, ,貪狼,權, , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1930,庚,午,大遷,遷移,巨門, , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , ,1,忌, , , , , , , , , , ,博士
1930,辛,未,大疾,疾厄,天相, , ,忌, , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,力士
1930,壬,申,大財,財帛,天同, ,祿,科,天梁,科, , , , ,1, , , , , , , , , , ,1, , , ,1, ,科, , , , , , , , , , , , , ,青龍
1930,癸,酉,大子,子女,武曲,祿, ,權,七殺, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,小耗
1930,甲,戌,大夫,夫妻,太陽, , ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1930,乙,亥,大兄,兄弟, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,奏書
2限,丙,子,大兄,命宮,天機, ,科, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,蜚廉
2限,丁,丑,大命,父母,紫微, , , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,喜神
2限,丙,寅,大父,福德, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,病符
2限,丁,卯,大福,田宅,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
2限,戊,辰,大田,官祿,太陰, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
2限,己,巳,大官,僕役,廉貞, , , ,貪狼,權, , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , ,官符
2限,庚,午,大僕,遷移,巨門, ,忌, , , , , ,1,1, , , , , , , , , , , , , , , , , , , ,1,忌, , , , , , , , , , ,博士
2限,辛,未,大遷,疾厄,天相, , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2限,壬,申,大疾,財帛,天同, ,權, ,天梁,科, , , , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , ,青龍
2限,癸,酉,大財,子女,武曲,祿, , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,小耗
2限,甲,戌,大子,夫妻,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2限,乙,亥,大夫,兄弟, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,奏書
1931,丙,子,大兄,命宮,天機, ,科, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1931,丁,丑,大命,父母,紫微, , , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,喜神
1931,丙,寅,大父,福德, , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,病符
1931,丁,卯,大福,田宅,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1931,戊,辰,大田,官祿,太陰, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1931,己,巳,大官,僕役,廉貞, , , ,貪狼,權, , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1931,庚,午,大僕,遷移,巨門, ,忌,祿, , , , ,1,1, , , , , , , , , , , , , , , , , , , ,1,忌, ,科, , , , , , , , ,博士
1931,辛,未,大遷,疾厄,天相, , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1931,壬,申,大疾,財帛,天同, ,權, ,天梁,科, , , , , , , , , , ,1, , , , ,1, , , ,1, , ,忌, , , , , , , , , , , , ,青龍
1931,癸,酉,大財,子女,武曲,祿, , ,七殺, , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,小耗
1931,甲,戌,大子,夫妻,太陽, , ,權, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1931,乙,亥,大夫,兄弟, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,奏書
1932,丙,子,大兄,命宮,天機, ,科, , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1932,丁,丑,大命,父母,紫微, , ,權,破軍, , , , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , ,喜神
1932,丙,寅,大父,福德, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,病符
1932,丁,卯,大福,田宅,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1932,戊,辰,大田,官祿,太陰, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,科, , , , ,伏兵
1932,己,巳,大官,僕役,廉貞, , , ,貪狼,權, , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1932,庚,午,大僕,遷移,巨門, ,忌, , , , , ,1,1, , , , , , , , , , , , , , , , , , , ,1,忌, , , , , , , , , , ,博士
1932,辛,未,大遷,疾厄,天相, , , , , , , , , , ,1,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,力士
1932,壬,申,大疾,財帛,天同, ,權, ,天梁,科, ,祿, , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , ,青龍
1932,癸,酉,大財,子女,武曲,祿, ,忌,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,小耗
1932,甲,戌,大子,夫妻,太陽, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1932,乙,亥,大夫,兄弟, , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,奏書
1933,丙,子,大兄,命宮,天機, ,科, , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1933,丁,丑,大命,父母,紫微, , , ,破軍, , ,祿, , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,喜神
1933,丙,寅,大父,福德, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,病符
1933,丁,卯,大福,田宅,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1933,戊,辰,大田,官祿,太陰, ,祿,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1933,己,巳,大官,僕役,廉貞, , , ,貪狼,權, ,忌, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1933,庚,午,大僕,遷移,巨門, ,忌,權, , , , ,1,1, , , , , , , , , , , , ,1, , , , , , ,1,忌, , , , , , , , , , ,博士
1933,辛,未,大遷,疾厄,天相, , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
1933,壬,申,大疾,財帛,天同, ,權, ,天梁,科, , , , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , ,青龍
1933,癸,酉,大財,子女,武曲,祿, , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,小耗
1933,甲,戌,大子,夫妻,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
