大限/流年,天干,地支,大限宮位,本命宮位,主星1,主星1本命四化,主星1大限四化,主星1流年四化,主星2,主星2本命四化,主星2大限四化,主星2流年四化,本命祿存,大限祿存,流年祿存,本命擎羊,大限擎羊,流年擎羊,本命陀羅,大限陀羅,流年陀羅,火星,鈴星,地空,地劫,本命紅鸞,流年紅鸞,本命天喜,流年天喜,文昌,文昌本命四化,文昌大限四化,文昌流年四化,文曲,文曲本命四化,文曲大限四化,文曲流年四化,左輔,左輔本命四化,左輔大限四化,左輔流年四化,右弼,右弼本命四化,右弼大限四化,右弼流年四化,boshi
1966,辛,亥,大僕,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1967,壬,子,大遷,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1967,癸,丑,大疾,遷移,天機, ,權,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1967,壬,寅,大財,疾厄,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , ,大耗
1967,癸,卯,大子,財帛,太陰, , ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1967,甲,辰,大夫,子女,貪狼, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1967,乙,巳,大兄,夫妻,巨門, , ,忌, , , , , ,1, , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1967,丙,午,大命,兄弟,廉貞, ,忌, ,天相, , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1967,丁,未,大父,命宮,天梁,祿, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1967,戊,申,大福,父母,七殺, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,小耗
1967,己,酉,大田,福德,天同, ,祿,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1967,庚,戌,大官,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , , , , ,1, ,科, , , , , , , , , , , , , ,力士
1967,辛,亥,大僕,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1968,壬,子,大遷,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1968,癸,丑,大疾,遷移,天機, ,權,忌, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,伏兵
1968,壬,寅,大財,疾厄,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1968,癸,卯,大子,財帛,太陰, , ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1968,甲,辰,大夫,子女,貪狼, , ,祿, , , , , , , , , , , ,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1968,乙,巳,大兄,夫妻,巨門, , , , , , , , ,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , ,1, , ,科,蜚廉
1968,丙,午,大命,兄弟,廉貞, ,忌, ,天相, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1968,丁,未,大父,命宮,天梁,祿, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,將軍
1968,戊,申,大福,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1968,己,酉,大田,福德,天同, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1968,庚,戌,大官,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , , , , ,1, ,科, , , , , , , , , , , , , ,力士
1968,辛,亥,大僕,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1969,壬,子,大遷,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,官符
1969,癸,丑,大疾,遷移,天機, ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1969,壬,寅,大財,疾厄,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1969,癸,卯,大子,財帛,太陰, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1969,甲,辰,大夫,子女,貪狼, , ,權, , , , , , , , , , , ,1, , , , , , , , , , , , , ,1, , ,忌, , , , , , , , ,喜神
1969,乙,巳,大兄,夫妻,巨門, , , , , , , , ,1, , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1969,丙,午,大命,兄弟,廉貞, ,忌, ,天相, , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1969,丁,未,大父,命宮,天梁,祿, ,科, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1969,戊,申,大福,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1969,己,酉,大田,福德,天同, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1969,庚,戌,大官,田宅,武曲,忌, ,祿, , , , , , , , , , ,1, , , ,1, , , , , , ,1, ,科, , , , , , , , , , , , , ,力士
1969,辛,亥,大僕,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1970,壬,子,大遷,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1970,癸,丑,大疾,遷移,天機, ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1970,壬,寅,大財,疾厄,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1970,癸,卯,大子,財帛,太陰, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1970,甲,辰,大夫,子女,貪狼, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1970,乙,巳,大兄,夫妻,巨門, , , , , , , , ,1, , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , ,蜚廉
1970,丙,午,大命,兄弟,廉貞, ,忌, ,天相, , ,忌, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1970,丁,未,大父,命宮,天梁,祿, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1970,戊,申,大福,父母,七殺, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1970,己,酉,大田,福德,天同, ,祿,科, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1970,庚,戌,大官,田宅,武曲,忌, ,權, , , , , , , , , , ,1, , , ,1, , , , , , ,1, ,科, , , , , , , , , , , , , ,力士
1970,辛,亥,大僕,官祿,太陽, , ,祿, , , , ,1, , , , , , , , , , ,1,1,1, , ,1, , , , , , , , , , , , , , , , ,博士
1971,壬,子,大遷,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1971,癸,丑,大疾,遷移,天機, ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1971,壬,寅,大財,疾厄,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1971,癸,卯,大子,財帛,太陰, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1971,甲,辰,大夫,子女,貪狼, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , ,1, , ,科, , , , , , , , ,喜神
1971,乙,巳,大兄,夫妻,巨門, , ,祿, , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1971,丙,午,大命,兄弟,廉貞, ,忌, ,天相, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1971,丁,未,大父,命宮,天梁,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1971,戊,申,大福,父母,七殺, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1971,己,酉,大田,福德,天同, ,祿, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1971,庚,戌,大官,田宅,武曲,忌, , , , , , , , , , , ,1,1, , , ,1, , , , , , ,1, ,科,忌, , , , , , , , , , , , ,力士
1971,辛,亥,大僕,官祿,太陽, , ,權, , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1972,壬,子,大遷,僕役,破軍, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1972,癸,丑,大疾,遷移,天機, ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1972,壬,寅,大財,疾厄,紫微,權, ,權,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1972,癸,卯,大子,財帛,太陰, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,病符
1972,甲,辰,大夫,子女,貪狼, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1972,乙,巳,大兄,夫妻,巨門, , , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1972,丙,午,大命,兄弟,廉貞, ,忌, ,天相, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1972,丁,未,大父,命宮,天梁,祿, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1972,戊,申,大福,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1972,己,酉,大田,福德,天同, ,祿, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1,科, ,科, , , , ,青龍
1972,庚,戌,大官,田宅,武曲,忌, ,忌, , , , , , , , , , ,1, ,1, ,1, , , , , , ,1, ,科, , , , , , , , , , , , , ,力士
1972,辛,亥,大僕,官祿,太陽, , , , , , , ,1, ,1, , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1973,壬,子,大遷,僕役,破軍, , ,祿, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1973,癸,丑,大疾,遷移,天機, ,權, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1973,壬,寅,大財,疾厄,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,大耗
1973,癸,卯,大子,財帛,太陰, , ,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1973,甲,辰,大夫,子女,貪狼, , ,忌, , , , , , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1973,乙,巳,大兄,夫妻,巨門, , ,權, , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1973,丙,午,大命,兄弟,廉貞, ,忌, ,天相, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1973,丁,未,大父,命宮,天梁,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1973,戊,申,大福,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,小耗
1973,己,酉,大田,福德,天同, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1973,庚,戌,大官,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , , , , ,1, ,科, , , , , , , , , , , , , ,力士
1973,辛,亥,大僕,官祿,太陽, , , , , , , ,1, , , , , , , ,1, , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
3限,壬,子,大疾,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
3限,癸,丑,大財,遷移,天機, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
3限,壬,寅,大子,疾厄,紫微,權,科, ,天府, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
3限,癸,卯,大夫,財帛,太陰, ,忌, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
3限,甲,辰,大兄,子女,貪狼, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
3限,乙,巳,大命,夫妻,巨門, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
3限,丙,午,大父,兄弟,廉貞, , , ,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
3限,丁,未,大福,命宮,天梁,祿,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
3限,戊,申,大田,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
3限,己,酉,大官,福德,天同, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
3限,庚,戌,大僕,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , ,力士
3限,辛,亥,大遷,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1974,壬,子,大疾,僕役,破軍, , ,權, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1974,癸,丑,大財,遷移,天機, ,祿, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1974,壬,寅,大子,疾厄,紫微,權,科, ,天府, , , , , ,1, , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1974,癸,卯,大夫,財帛,太陰, ,忌, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1974,甲,辰,大兄,子女,貪狼, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1974,乙,巳,大命,夫妻,巨門, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1974,丙,午,大父,兄弟,廉貞, , ,祿,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1974,丁,未,大福,命宮,天梁,祿,權, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,將軍
1974,戊,申,大田,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1974,己,酉,大官,福德,天同, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1974,庚,戌,大僕,田宅,武曲,忌, ,科, , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , ,力士
1974,辛,亥,大遷,官祿,太陽, , ,忌, , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1975,壬,子,大疾,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,官符
1975,癸,丑,大財,遷移,天機, ,祿,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1975,壬,寅,大子,疾厄,紫微,權,科,科,天府, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1975,癸,卯,大夫,財帛,太陰, ,忌,忌, , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1975,甲,辰,大兄,子女,貪狼, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1975,乙,巳,大命,夫妻,巨門, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1975,丙,午,大父,兄弟,廉貞, , , ,天相, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,奏書
1975,丁,未,大福,命宮,天梁,祿,權,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1975,戊,申,大田,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1975,己,酉,大官,福德,天同, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1975,庚,戌,大僕,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , ,力士
1975,辛,亥,大遷,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1976,壬,子,大疾,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1976,癸,丑,大財,遷移,天機, ,祿,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1976,壬,寅,大子,疾厄,紫微,權,科, ,天府, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1976,癸,卯,大夫,財帛,太陰, ,忌, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1976,甲,辰,大兄,子女,貪狼, , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1976,乙,巳,大命,夫妻,巨門, , , , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1976,丙,午,大父,兄弟,廉貞, , ,忌,天相, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1976,丁,未,大福,命宮,天梁,祿,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1976,戊,申,大田,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1976,己,酉,大官,福德,天同, , ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1976,庚,戌,大僕,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , , , , ,1, , ,科, , , , , , , , , , , , ,力士
1976,辛,亥,大遷,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , ,博士
1977,壬,子,大疾,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1977,癸,丑,大財,遷移,天機, ,祿,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1977,壬,寅,大子,疾厄,紫微,權,科, ,天府, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1977,癸,卯,大夫,財帛,太陰, ,忌,祿, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1977,甲,辰,大兄,子女,貪狼, , , , , , , , , , , ,1, , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , ,喜神
1977,乙,巳,大命,夫妻,巨門, , ,忌, , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1977,丙,午,大父,兄弟,廉貞, , , ,天相, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1977,丁,未,大福,命宮,天梁,祿,權, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1977,戊,申,大田,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1977,己,酉,大官,福德,天同, , ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1977,庚,戌,大僕,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , ,1, , ,1, , , , , , , , , , , , , , , ,力士
1977,辛,亥,大遷,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1978,壬,子,大疾,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1978,癸,丑,大財,遷移,天機, ,祿,忌, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1978,壬,寅,大子,疾厄,紫微,權,科, ,天府, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1978,癸,卯,大夫,財帛,太陰, ,忌,權, , , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,病符
1978,甲,辰,大兄,子女,貪狼, , ,祿, , , , , , , , ,1, , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1978,乙,巳,大命,夫妻,巨門, , , , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , ,1, , ,科,蜚廉
1978,丙,午,大父,兄弟,廉貞, , , ,天相, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1978,丁,未,大福,命宮,天梁,祿,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1978,戊,申,大田,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1978,己,酉,大官,福德,天同, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,科, , , , , , ,青龍
1978,庚,戌,大僕,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , ,力士
1978,辛,亥,大遷,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1979,壬,子,大疾,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1979,癸,丑,大財,遷移,天機, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1979,壬,寅,大子,疾厄,紫微,權,科, ,天府, , , , , , , , , , ,1, ,1, , , , , , ,1, , , , , , , , , , , , , , , , ,大耗
1979,癸,卯,大夫,財帛,太陰, ,忌, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1979,甲,辰,大兄,子女,貪狼, , ,權, , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , ,忌, , , , , , , , ,喜神
1979,乙,巳,大命,夫妻,巨門, , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1979,丙,午,大父,兄弟,廉貞, , , ,天相, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1979,丁,未,大福,命宮,天梁,祿,權,科, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1979,戊,申,大田,父母,七殺, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,小耗
1979,己,酉,大官,福德,天同, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1979,庚,戌,大僕,田宅,武曲,忌, ,祿, , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , ,力士
1979,辛,亥,大遷,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1980,壬,子,大疾,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1980,癸,丑,大財,遷移,天機, ,祿, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,伏兵
1980,壬,寅,大子,疾厄,紫微,權,科, ,天府, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1980,癸,卯,大夫,財帛,太陰, ,忌, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1980,甲,辰,大兄,子女,貪狼, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1980,乙,巳,大命,夫妻,巨門, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1980,丙,午,大父,兄弟,廉貞, , , ,天相, , ,忌, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1980,丁,未,大福,命宮,天梁,祿,權, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1980,戊,申,大田,父母,七殺, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1980,己,酉,大官,福德,天同, , ,科, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1980,庚,戌,大僕,田宅,武曲,忌, ,權, , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , ,力士
1980,辛,亥,大遷,官祿,太陽, , ,祿, , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1981,壬,子,大疾,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,官符
1981,癸,丑,大財,遷移,天機, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1981,壬,寅,大子,疾厄,紫微,權,科, ,天府, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1981,癸,卯,大夫,財帛,太陰, ,忌, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1981,甲,辰,大兄,子女,貪狼, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , ,科, , , , , , , , ,喜神
1981,乙,巳,大命,夫妻,巨門, , ,祿, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1981,丙,午,大父,兄弟,廉貞, , , ,天相, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,奏書
1981,丁,未,大福,命宮,天梁,祿,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1981,戊,申,大田,父母,七殺, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1981,己,酉,大官,福德,天同, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1981,庚,戌,大僕,田宅,武曲,忌, , , , , , , , , , , ,1,1, , , ,1, , , , , , ,1, , ,忌, , , , , , , , , , , , ,力士
1981,辛,亥,大遷,官祿,太陽, , ,權, , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1982,壬,子,大疾,僕役,破軍, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
