大限/流年,天干,地支,大限宮位,本命宮位,主星1,主星1本命四化,主星1大限四化,主星1流年四化,主星2,主星2本命四化,主星2大限四化,主星2流年四化,本命祿存,大限祿存,流年祿存,本命擎羊,大限擎羊,流年擎羊,本命陀羅,大限陀羅,流年陀羅,火星,鈴星,地空,地劫,本命紅鸞,流年紅鸞,本命天喜,流年天喜,文昌,文昌本命四化,文昌大限四化,文昌流年四化,文曲,文曲本命四化,文曲大限四化,文曲流年四化,左輔,左輔本命四化,左輔大限四化,左輔流年四化,右弼,右弼本命四化,右弼大限四化,右弼流年四化,boshi
1954,庚,戌,大田,田宅,武曲,忌, ,科, , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , ,力士
1954,辛,亥,大官,官祿,太陽, , ,忌, , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1955,壬,子,大僕,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1955,癸,丑,大遷,遷移,天機, ,科,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1955,壬,寅,大疾,疾厄,紫微,權, ,科,天府, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1955,癸,卯,大財,財帛,太陰, ,祿,忌, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1955,甲,辰,大子,子女,貪狼, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1955,乙,巳,大夫,夫妻,巨門, ,忌, , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1955,丙,午,大兄,兄弟,廉貞, , , ,天相, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1955,丁,未,大命,命宮,天梁,祿, ,權, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1955,戊,申,大父,父母,七殺, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,小耗
1955,己,酉,大福,福德,天同, ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1955,庚,戌,大田,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , ,力士
1955,辛,亥,大官,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1956,壬,子,大僕,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1956,癸,丑,大遷,遷移,天機, ,科,權, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,伏兵
1956,壬,寅,大疾,疾厄,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1956,癸,卯,大財,財帛,太陰, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1956,甲,辰,大子,子女,貪狼, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1956,乙,巳,大夫,夫妻,巨門, ,忌, , , , , , , ,1, , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1956,丙,午,大兄,兄弟,廉貞, , ,忌,天相, , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1956,丁,未,大命,命宮,天梁,祿, , , , , , , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,將軍
1956,戊,申,大父,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1956,己,酉,大福,福德,天同, ,權,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1956,庚,戌,大田,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , , , , ,1, , ,科, , , , , , , , , , , , ,力士
1956,辛,亥,大官,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1957,壬,子,大僕,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,官符
1957,癸,丑,大遷,遷移,天機, ,科,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1957,壬,寅,大疾,疾厄,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1957,癸,卯,大財,財帛,太陰, ,祿,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1957,甲,辰,大子,子女,貪狼, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1957,乙,巳,大夫,夫妻,巨門, ,忌,忌, , , , , , , , , , , ,1,1, , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1957,丙,午,大兄,兄弟,廉貞, , , ,天相, , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1957,丁,未,大命,命宮,天梁,祿, , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1957,戊,申,大父,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1957,己,酉,大福,福德,天同, ,權,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1957,庚,戌,大田,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , ,力士
1957,辛,亥,大官,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1958,壬,子,大僕,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1958,癸,丑,大遷,遷移,天機, ,科,忌, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1958,壬,寅,大疾,疾厄,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1958,癸,卯,大財,財帛,太陰, ,祿,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1958,甲,辰,大子,子女,貪狼, , ,祿, , , , , , , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1958,乙,巳,大夫,夫妻,巨門, ,忌, , , , , , , ,1, , , , ,1, , , , , , , ,1, , , , , , , , , , , , , ,1, , ,科,蜚廉
1958,丙,午,大兄,兄弟,廉貞, , , ,天相, , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1958,丁,未,大命,命宮,天梁,祿, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1958,戊,申,大父,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1958,己,酉,大福,福德,天同, ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1958,庚,戌,大田,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , ,力士
1958,辛,亥,大官,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , ,1, , , , , , , , , , , , , , , , ,博士
1959,壬,子,大僕,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1959,癸,丑,大遷,遷移,天機, ,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1959,壬,寅,大疾,疾厄,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1959,癸,卯,大財,財帛,太陰, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1959,甲,辰,大子,子女,貪狼, , ,權, , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , ,忌, , , , , , , , ,喜神
1959,乙,巳,大夫,夫妻,巨門, ,忌, , , , , , , , , , , , ,1,1, , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1959,丙,午,大兄,兄弟,廉貞, , , ,天相, , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1959,丁,未,大命,命宮,天梁,祿, ,科, , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1959,戊,申,大父,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1959,己,酉,大福,福德,天同, ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1959,庚,戌,大田,田宅,武曲,忌, ,祿, , , , , , , , , , ,1, , , ,1, , , , , ,1,1, , , , , , , , , , , , , , , ,力士
1959,辛,亥,大官,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1960,壬,子,大僕,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1960,癸,丑,大遷,遷移,天機, ,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1960,壬,寅,大疾,疾厄,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1960,癸,卯,大財,財帛,太陰, ,祿, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,病符
1960,甲,辰,大子,子女,貪狼, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1960,乙,巳,大夫,夫妻,巨門, ,忌, , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1960,丙,午,大兄,兄弟,廉貞, , , ,天相, , ,忌, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1960,丁,未,大命,命宮,天梁,祿, , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1960,戊,申,大父,父母,七殺, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1960,己,酉,大福,福德,天同, ,權,科, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1960,庚,戌,大田,田宅,武曲,忌, ,權, , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , ,力士
1960,辛,亥,大官,官祿,太陽, , ,祿, , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1961,壬,子,大僕,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1961,癸,丑,大遷,遷移,天機, ,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1961,壬,寅,大疾,疾厄,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,大耗
1961,癸,卯,大財,財帛,太陰, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1961,甲,辰,大子,子女,貪狼, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,科, , , , , , , , ,喜神
1961,乙,巳,大夫,夫妻,巨門, ,忌,祿, , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1961,丙,午,大兄,兄弟,廉貞, , , ,天相, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1961,丁,未,大命,命宮,天梁,祿, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1961,戊,申,大父,父母,七殺, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1961,己,酉,大福,福德,天同, ,權, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1961,庚,戌,大田,田宅,武曲,忌, , , , , , , , , , , ,1,1, , , ,1, , , , , , ,1, , ,忌, , , , , , , , , , , , ,力士
1961,辛,亥,大官,官祿,太陽, , ,權, , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1962,壬,子,大僕,僕役,破軍, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1962,癸,丑,大遷,遷移,天機, ,科, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,伏兵
1962,壬,寅,大疾,疾厄,紫微,權, ,權,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1962,癸,卯,大財,財帛,太陰, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1962,甲,辰,大子,子女,貪狼, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1962,乙,巳,大夫,夫妻,巨門, ,忌, , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1962,丙,午,大兄,兄弟,廉貞, , , ,天相, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1962,丁,未,大命,命宮,天梁,祿, ,祿, , , , , , , , ,1, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,將軍
1962,戊,申,大父,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1962,己,酉,大福,福德,天同, ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, ,科, , , , ,青龍
1962,庚,戌,大田,田宅,武曲,忌, ,忌, , , , , , , , , , ,1, ,1, ,1, , , , , , ,1, , , , , , , , , , , , , , , ,力士
1962,辛,亥,大官,官祿,太陽, , , , , , , ,1, ,1, , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1963,壬,子,大僕,僕役,破軍, , ,祿, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1963,癸,丑,大遷,遷移,天機, ,科, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1963,壬,寅,大疾,疾厄,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1963,癸,卯,大財,財帛,太陰, ,祿,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1963,甲,辰,大子,子女,貪狼, , ,忌, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1963,乙,巳,大夫,夫妻,巨門, ,忌,權, , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1963,丙,午,大兄,兄弟,廉貞, , , ,天相, , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,奏書
1963,丁,未,大命,命宮,天梁,祿, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1963,戊,申,大父,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1963,己,酉,大福,福德,天同, ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1963,庚,戌,大田,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , ,力士
1963,辛,亥,大官,官祿,太陽, , , , , , , ,1, , , , , , , ,1, , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
2限,壬,子,大遷,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
2限,癸,丑,大疾,遷移,天機, ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
2限,壬,寅,大財,疾厄,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
2限,癸,卯,大子,財帛,太陰, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2限,甲,辰,大夫,子女,貪狼, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
2限,乙,巳,大兄,夫妻,巨門, , , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
2限,丙,午,大命,兄弟,廉貞, ,忌, ,天相, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
2限,丁,未,大父,命宮,天梁,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2限,戊,申,大福,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
2限,己,酉,大田,福德,天同, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
2限,庚,戌,大官,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , , , , ,1, ,科, , , , , , , , , , , , , ,力士
2限,辛,亥,大僕,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1964,壬,子,大遷,僕役,破軍, , ,權, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1964,癸,丑,大疾,遷移,天機, ,權, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1964,壬,寅,大財,疾厄,紫微,權, , ,天府, , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1964,癸,卯,大子,財帛,太陰, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1964,甲,辰,大夫,子女,貪狼, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1964,乙,巳,大兄,夫妻,巨門, , , , , , , , ,1, , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,蜚廉
1964,丙,午,大命,兄弟,廉貞, ,忌,祿,天相, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1964,丁,未,大父,命宮,天梁,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1964,戊,申,大福,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1964,己,酉,大田,福德,天同, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1964,庚,戌,大官,田宅,武曲,忌, ,科, , , , , , , , , , ,1, , , ,1, , , , , , ,1, ,科, , , , , , , , , , , , , ,力士
1964,辛,亥,大僕,官祿,太陽, , ,忌, , , , ,1, , , , , , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , ,博士
1965,壬,子,大遷,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1965,癸,丑,大疾,遷移,天機, ,權,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1965,壬,寅,大財,疾厄,紫微,權, ,科,天府, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1965,癸,卯,大子,財帛,太陰, , ,忌, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1965,甲,辰,大夫,子女,貪狼, , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1965,乙,巳,大兄,夫妻,巨門, , , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1965,丙,午,大命,兄弟,廉貞, ,忌, ,天相, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1965,丁,未,大父,命宮,天梁,祿, ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1965,戊,申,大福,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1965,己,酉,大田,福德,天同, ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,科, , , , , , ,青龍
1965,庚,戌,大官,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , ,1, , ,1, ,科, , , , , , , , , , , , , ,力士
1965,辛,亥,大僕,官祿,太陽, , , , , , , ,1, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , ,博士
1966,壬,子,大遷,僕役,破軍, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,官符
1966,癸,丑,大疾,遷移,天機, ,權,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,伏兵
1966,壬,寅,大財,疾厄,紫微,權, , ,天府, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,大耗
1966,癸,卯,大子,財帛,太陰, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,病符
1966,甲,辰,大夫,子女,貪狼, , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , ,喜神
1966,乙,巳,大兄,夫妻,巨門, , , , , , , , ,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,蜚廉
1966,丙,午,大命,兄弟,廉貞, ,忌,忌,天相, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,奏書
1966,丁,未,大父,命宮,天梁,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
1966,戊,申,大福,父母,七殺, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,小耗
1966,己,酉,大田,福德,天同, ,祿,祿, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,科, , , , , , ,青龍
1966,庚,戌,大官,田宅,武曲,忌, , , , , , , , , , , , ,1, , , ,1, , , , , , ,1, ,科,科, , , , , , , , , , , , ,力士
