大限/流年,天干,地支,大限宮位,本命宮位,主星1,主星1本命四化,主星1大限四化,主星1流年四化,主星2,主星2本命四化,主星2大限四化,主星2流年四化,本命祿存,大限祿存,流年祿存,本命擎羊,大限擎羊,流年擎羊,本命陀羅,大限陀羅,流年陀羅,火星,鈴星,地空,地劫,本命紅鸞,流年紅鸞,本命天喜,流年天喜,文昌,文昌本命四化,文昌大限四化,文昌流年四化,文曲,文曲本命四化,文曲大限四化,文曲流年四化,左輔,左輔本命四化,左輔大限四化,左輔流年四化,右弼,右弼本命四化,右弼大限四化,右弼流年四化,boshi
2015,戊,寅,大田,僕役, , , , , , , , , , , , , , ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2015,己,卯,大官,遷移,天府, , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2015,庚,辰,大僕,疾厄,太陰,忌,祿,忌, , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2015,辛,巳,大遷,財帛,廉貞, , , ,貪狼, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2015,壬,午,大疾,子女,巨門, ,忌, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2015,癸,未,大財,夫妻,天相, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2015,甲,申,大子,兄弟,天同, ,權, ,天梁,權, ,權, , , , , , , , , , , , , , ,1,1, ,1, , , , , , , , , , , , , , , ,奏書
2015,乙,酉,大夫,命宮,武曲, , , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2015,丙,戌,大兄,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2015,丁,亥,大命,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2016,戊,子,大父,田宅,天機,祿,科,權, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2016,己,丑,大福,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , ,伏兵
2016,戊,寅,大田,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2016,己,卯,大官,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2016,庚,辰,大僕,疾厄,太陰,忌,祿, , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,力士
2016,辛,巳,大遷,財帛,廉貞, , ,忌,貪狼, , , , , ,1, , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2016,壬,午,大疾,子女,巨門, ,忌, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2016,癸,未,大財,夫妻,天相, , , , , , , , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,將軍
2016,甲,申,大子,兄弟,天同, ,權,祿,天梁,權, , , , , , , , , , , , , , , , , ,1, ,1, , ,科, , , , , , , , , , , , ,奏書
2016,乙,酉,大夫,命宮,武曲, , , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2016,丙,戌,大兄,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2016,丁,亥,大命,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
4限,戊,子,大命,田宅,天機,祿,忌, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
4限,己,丑,大父,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, ,科, ,伏兵
4限,戊,寅,大福,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
4限,己,卯,大田,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
4限,庚,辰,大官,疾厄,太陰,忌,權, , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,力士
4限,辛,巳,大僕,財帛,廉貞, , , ,貪狼, ,祿, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
4限,壬,午,大遷,子女,巨門, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
4限,癸,未,大疾,夫妻,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
4限,甲,申,大財,兄弟,天同, , , ,天梁,權, , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
4限,乙,酉,大子,命宮,武曲, , , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
4限,丙,戌,大夫,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
4限,丁,亥,大兄,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2017,戊,子,大命,田宅,天機,祿,忌,科, , , , , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , ,大耗
2017,己,丑,大父,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, ,科, ,伏兵
2017,戊,寅,大福,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2017,己,卯,大田,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2017,庚,辰,大官,疾厄,太陰,忌,權,祿, , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2017,辛,巳,大僕,財帛,廉貞, , , ,貪狼, ,祿, , ,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2017,壬,午,大遷,子女,巨門, , ,忌, , , , , , ,1, ,1, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2017,癸,未,大疾,夫妻,天相, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2017,甲,申,大財,兄弟,天同, , ,權,天梁,權, , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
2017,乙,酉,大子,命宮,武曲, , , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2017,丙,戌,大夫,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2017,丁,亥,大兄,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2018,戊,子,大命,田宅,天機,祿,忌,忌, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2018,己,丑,大父,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, ,科,科,伏兵
2018,戊,寅,大福,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2018,己,卯,大田,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2018,庚,辰,大官,疾厄,太陰,忌,權,權, , , , , , , ,1, , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , ,力士
2018,辛,巳,大僕,財帛,廉貞, , , ,貪狼, ,祿,祿, ,1,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2018,壬,午,大遷,子女,巨門, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2018,癸,未,大疾,夫妻,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2018,甲,申,大財,兄弟,天同, , , ,天梁,權, , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
2018,乙,酉,大子,命宮,武曲, , , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2018,丙,戌,大夫,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2018,丁,亥,大兄,福德, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,病符
2019,戊,子,大命,田宅,天機,祿,忌, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2019,己,丑,大父,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, ,科, ,伏兵
2019,戊,寅,大福,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2019,己,卯,大田,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2019,庚,辰,大官,疾厄,太陰,忌,權, , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , ,力士
2019,辛,巳,大僕,財帛,廉貞, , , ,貪狼, ,祿,權, ,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2019,壬,午,大遷,子女,巨門, , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , ,1, , ,忌, , , , , , , , ,小耗
2019,癸,未,大疾,夫妻,天相, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2019,甲,申,大財,兄弟,天同, , , ,天梁,權, ,科, , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
2019,乙,酉,大子,命宮,武曲, , ,祿,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2019,丙,戌,大夫,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,喜神
2019,丁,亥,大兄,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2020,戊,子,大命,田宅,天機,祿,忌, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2020,己,丑,大父,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, ,科, ,伏兵
2020,戊,寅,大福,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2020,己,卯,大田,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,博士
2020,庚,辰,大官,疾厄,太陰,忌,權, , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2020,辛,巳,大僕,財帛,廉貞, , , ,貪狼, ,祿, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2020,壬,午,大遷,子女,巨門, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2020,癸,未,大疾,夫妻,天相, , ,忌, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2020,甲,申,大財,兄弟,天同, , ,科,天梁,權, , , , ,1, , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
2020,乙,酉,大子,命宮,武曲, , ,權,七殺, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2020,丙,戌,大夫,父母,太陽, , ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2020,丁,亥,大兄,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2021,戊,子,大命,田宅,天機,祿,忌, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2021,己,丑,大父,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, ,科, ,伏兵
2021,戊,寅,大福,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , ,官符
2021,己,卯,大田,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2021,庚,辰,大官,疾厄,太陰,忌,權, , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2021,辛,巳,大僕,財帛,廉貞, , , ,貪狼, ,祿, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2021,壬,午,大遷,子女,巨門, , ,祿, , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , ,科, , , , , , , , ,小耗
2021,癸,未,大疾,夫妻,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2021,甲,申,大財,兄弟,天同, , , ,天梁,權, , , , , , , , , , ,1, , , , , , ,1, ,1, , ,忌, , , , , , , , , , , , ,奏書
2021,乙,酉,大子,命宮,武曲, , , ,七殺, , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2021,丙,戌,大夫,父母,太陽, , ,權, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2021,丁,亥,大兄,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2022,戊,子,大命,田宅,天機,祿,忌, , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2022,己,丑,大父,官祿,紫微,科, ,權,破軍, , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , ,1, ,科,科,1, ,科,科,伏兵
2022,戊,寅,大福,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2022,己,卯,大田,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2022,庚,辰,大官,疾厄,太陰,忌,權, , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2022,辛,巳,大僕,財帛,廉貞, , , ,貪狼, ,祿, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2022,壬,午,大遷,子女,巨門, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2022,癸,未,大疾,夫妻,天相, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,將軍
2022,甲,申,大財,兄弟,天同, , , ,天梁,權, ,祿, , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
2022,乙,酉,大子,命宮,武曲, , ,忌,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2022,丙,戌,大夫,父母,太陽, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2022,丁,亥,大兄,福德, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2023,戊,子,大命,田宅,天機,祿,忌, , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2023,己,丑,大父,官祿,紫微,科, , ,破軍, , ,祿, , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , ,1, ,科, ,伏兵
2023,戊,寅,大福,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2023,己,卯,大田,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2023,庚,辰,大官,疾厄,太陰,忌,權,科, , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2023,辛,巳,大僕,財帛,廉貞, , , ,貪狼, ,祿,忌, ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2023,壬,午,大遷,子女,巨門, , ,權, , , , , , , , ,1, , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , ,小耗
2023,癸,未,大疾,夫妻,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2023,甲,申,大財,兄弟,天同, , , ,天梁,權, , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
2023,乙,酉,大子,命宮,武曲, , , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2023,丙,戌,大夫,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2023,丁,亥,大兄,福德, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,病符
2024,戊,子,大命,田宅,天機,祿,忌, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2024,己,丑,大父,官祿,紫微,科, , ,破軍, , ,權, , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , ,1, ,科, ,伏兵
2024,戊,寅,大福,僕役, , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2024,己,卯,大田,遷移,天府, , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2024,庚,辰,大官,疾厄,太陰,忌,權, , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2024,辛,巳,大僕,財帛,廉貞, , ,祿,貪狼, ,祿, , ,1, , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , ,青龍
2024,壬,午,大遷,子女,巨門, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2024,癸,未,大疾,夫妻,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2024,甲,申,大財,兄弟,天同, , , ,天梁,權, , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
2024,乙,酉,大子,命宮,武曲, , ,科,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2024,丙,戌,大夫,父母,太陽, , ,忌, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2024,丁,亥,大兄,福德, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,病符
2025,戊,子,大命,田宅,天機,祿,忌,祿, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2025,己,丑,大父,官祿,紫微,科, ,科,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, ,科, ,伏兵
2025,戊,寅,大福,僕役, , , , , , , , , , , , , , ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2025,己,卯,大田,遷移,天府, , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2025,庚,辰,大官,疾厄,太陰,忌,權,忌, , , , , , , ,1, ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2025,辛,巳,大僕,財帛,廉貞, , , ,貪狼, ,祿, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2025,壬,午,大遷,子女,巨門, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2025,癸,未,大疾,夫妻,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2025,甲,申,大財,兄弟,天同, , , ,天梁,權, ,權, , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
2025,乙,酉,大子,命宮,武曲, , , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2025,丙,戌,大夫,父母,太陽, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,喜神
2025,丁,亥,大兄,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2026,戊,子,大命,田宅,天機,祿,忌,權, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2026,己,丑,大父,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, ,科, ,伏兵
2026,戊,寅,大福,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2026,己,卯,大田,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,博士
2026,庚,辰,大官,疾厄,太陰,忌,權, , , , , , , , ,1, , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , ,力士
2026,辛,巳,大僕,財帛,廉貞, , ,忌,貪狼, ,祿, , ,1,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2026,壬,午,大遷,子女,巨門, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2026,癸,未,大疾,夫妻,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2026,甲,申,大財,兄弟,天同, , ,祿,天梁,權, , , , , , , , , , , , , , , , , ,1, ,1, , ,科, , , , , , , , , , , , ,奏書
2026,乙,酉,大子,命宮,武曲, , , ,七殺, , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , ,蜚廉
2026,丙,戌,大夫,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2026,丁,亥,大兄,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
5限,戊,子,大兄,田宅,天機,祿, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
5限,己,丑,大命,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
5限,戊,寅,大父,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
5限,己,卯,大福,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
5限,庚,辰,大田,疾厄,太陰,忌, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
5限,辛,巳,大官,財帛,廉貞, , , ,貪狼, ,權, , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
5限,壬,午,大僕,子女,巨門, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1, ,忌, , , , , , , , , ,小耗
5限,癸,未,大遷,夫妻,天相, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
5限,甲,申,大疾,兄弟,天同, , , ,天梁,權,科, , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
5限,乙,酉,大財,命宮,武曲, ,祿, ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
5限,丙,戌,大子,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
5限,丁,亥,大夫,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2027,戊,子,大兄,田宅,天機,祿, ,科, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2027,己,丑,大命,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
2027,戊,寅,大父,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , ,1, , , , , , , , , , , , , , , , ,官符
2027,己,卯,大福,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2027,庚,辰,大田,疾厄,太陰,忌, ,祿, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2027,辛,巳,大官,財帛,廉貞, , , ,貪狼, ,權, , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2027,壬,午,大僕,子女,巨門, , ,忌, , , , , ,1,1, , , , , , , , , , , , , , , , , , ,1, ,忌, , , , , , , , , ,小耗
2027,癸,未,大遷,夫妻,天相, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2027,甲,申,大疾,兄弟,天同, , ,權,天梁,權,科, , , , , , , , , , , , , , , ,1,1, ,1, , , , , , , , , , , , , , , ,奏書
2027,乙,酉,大財,命宮,武曲, ,祿, ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2027,丙,戌,大子,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2027,丁,亥,大夫,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2028,戊,子,大兄,田宅,天機,祿, ,忌, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2028,己,丑,大命,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , ,1, , ,科,伏兵
2028,戊,寅,大父,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2028,己,卯,大福,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2028,庚,辰,大田,疾厄,太陰,忌, ,權, , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,力士
2028,辛,巳,大官,財帛,廉貞, , , ,貪狼, ,權,祿, , ,1, , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2028,壬,午,大僕,子女,巨門, , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , ,1, ,忌, , , , , , , , , ,小耗
2028,癸,未,大遷,夫妻,天相, , , , , , , , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,將軍
2028,甲,申,大疾,兄弟,天同, , , ,天梁,權,科, , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
2028,乙,酉,大財,命宮,武曲, ,祿, ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2028,丙,戌,大子,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2028,丁,亥,大夫,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2029,戊,子,大兄,田宅,天機,祿, , , , , , , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , ,大耗
2029,己,丑,大命,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
2029,戊,寅,大父,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2029,己,卯,大福,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2029,庚,辰,大田,疾厄,太陰,忌, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
