大限/流年,天干,地支,大限宮位,本命宮位,主星1,主星1本命四化,主星1大限四化,主星1流年四化,主星2,主星2本命四化,主星2大限四化,主星2流年四化,本命祿存,大限祿存,流年祿存,本命擎羊,大限擎羊,流年擎羊,本命陀羅,大限陀羅,流年陀羅,火星,鈴星,地空,地劫,本命紅鸞,流年紅鸞,本命天喜,流年天喜,文昌,文昌本命四化,文昌大限四化,文昌流年四化,文曲,文曲本命四化,文曲大限四化,文曲流年四化,左輔,左輔本命四化,左輔大限四化,左輔流年四化,右弼,右弼本命四化,右弼大限四化,右弼流年四化,boshi
1944,庚,寅,大田,田宅,廉貞, , ,祿, , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,奏書
1944,辛,卯,大官,官祿, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1944,壬,辰,大僕,僕役,破軍, , ,權, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,喜神
1944,癸,巳,大遷,遷移,天同, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1944,甲,午,大疾,疾厄,武曲, ,祿,科,天府, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1944,乙,未,大財,財帛,太陽,權, ,忌,太陰, , , , , , , ,1, , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , ,伏兵
1944,丙,申,大子,子女,貪狼, ,權, , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1944,丁,酉,大夫,夫妻,天機, , , ,巨門,祿, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
1944,戊,戌,大兄,兄弟,紫微, , , ,天相, , , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,力士
1944,己,亥,大命,命宮,天梁, ,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1945,庚,子,大父,父母,七殺, , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , ,小耗
1945,辛,丑,大福,福德, , , , , , , , , , , , , , , , , , , , , , , , , ,1,忌,忌, ,1,忌,忌, , , , , , , , , ,將軍
1945,庚,寅,大田,田宅,廉貞, , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , ,奏書
1945,辛,卯,大官,官祿, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1945,壬,辰,大僕,僕役,破軍, , , , , , , , , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,喜神
1945,癸,巳,大遷,遷移,天同, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1945,甲,午,大疾,疾厄,武曲, ,祿, ,天府, , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,大耗
1945,乙,未,大財,財帛,太陽,權, , ,太陰, , ,忌, , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,伏兵
1945,丙,申,大子,子女,貪狼, ,權, , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1945,丁,酉,大夫,夫妻,天機, , ,祿,巨門,祿, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
1945,戊,戌,大兄,兄弟,紫微, , ,科,天相, , , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,力士
1945,己,亥,大命,命宮,天梁, ,科,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1946,庚,子,大父,父母,七殺, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,小耗
1946,辛,丑,大福,福德, , , , , , , , , , , , , , , , , , , , , , , , , ,1,忌,忌,科,1,忌,忌,科, , , , , , , , ,將軍
1946,庚,寅,大田,田宅,廉貞, , ,忌, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,奏書
1946,辛,卯,大官,官祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1946,壬,辰,大僕,僕役,破軍, , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , ,喜神
1946,癸,巳,大遷,遷移,天同, , ,祿, , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1946,甲,午,大疾,疾厄,武曲, ,祿, ,天府, , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1946,乙,未,大財,財帛,太陽,權, , ,太陰, , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,伏兵
1946,丙,申,大子,子女,貪狼, ,權, , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1946,丁,酉,大夫,夫妻,天機, , ,權,巨門,祿, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
1946,戊,戌,大兄,兄弟,紫微, , , ,天相, , , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,力士
1946,己,亥,大命,命宮,天梁, ,科, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,青龍
1947,庚,子,大父,父母,七殺, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,小耗
1947,辛,丑,大福,福德, , , , , , , , , , , , , , , , , , , , , , , , , ,1,忌,忌, ,1,忌,忌, , , , , , , , , ,將軍
1947,庚,寅,大田,田宅,廉貞, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,奏書
1947,辛,卯,大官,官祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1947,壬,辰,大僕,僕役,破軍, , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , ,喜神
1947,癸,巳,大遷,遷移,天同, , ,權, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , ,病符
1947,甲,午,大疾,疾厄,武曲, ,祿, ,天府, , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1947,乙,未,大財,財帛,太陽,權, , ,太陰, , ,祿, , , , ,1,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,伏兵
1947,丙,申,大子,子女,貪狼, ,權, , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1947,丁,酉,大夫,夫妻,天機, , ,科,巨門,祿, ,忌,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
1947,戊,戌,大兄,兄弟,紫微, , , ,天相, , , , , , ,1, , , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , ,力士
1947,己,亥,大命,命宮,天梁, ,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1948,庚,子,大父,父母,七殺, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,小耗
1948,辛,丑,大福,福德, , , , , , , , , , , , , , , , , , , , , , , , , ,1,忌,忌, ,1,忌,忌, , , , , , , , , ,將軍
1948,庚,寅,大田,田宅,廉貞, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,奏書
1948,辛,卯,大官,官祿, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,蜚廉
1948,壬,辰,大僕,僕役,破軍, , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,1, , ,科,喜神
1948,癸,巳,大遷,遷移,天同, , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1948,甲,午,大疾,疾厄,武曲, ,祿, ,天府, , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1948,乙,未,大財,財帛,太陽,權, , ,太陰, , ,權, , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,伏兵
1948,丙,申,大子,子女,貪狼, ,權,祿, , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1948,丁,酉,大夫,夫妻,天機, , ,忌,巨門,祿, , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,博士
1948,戊,戌,大兄,兄弟,紫微, , , ,天相, , , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,力士
1948,己,亥,大命,命宮,天梁, ,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1949,庚,子,大父,父母,七殺, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,小耗
1949,辛,丑,大福,福德, , , , , , , , , , , , , , , , , , , , , , , , , ,1,忌,忌,忌,1,忌,忌,忌, , , , , , , , ,將軍
1949,庚,寅,大田,田宅,廉貞, , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , ,奏書
1949,辛,卯,大官,官祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1949,壬,辰,大僕,僕役,破軍, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,喜神
1949,癸,巳,大遷,遷移,天同, , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , ,病符
1949,甲,午,大疾,疾厄,武曲, ,祿,祿,天府, , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1949,乙,未,大財,財帛,太陽,權, , ,太陰, , , , , , , ,1,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,伏兵
1949,丙,申,大子,子女,貪狼, ,權,權, , , , , , , , , , ,1, , , , , ,1, , , ,1, , , , , , , , , , , , , , , , ,官符
1949,丁,酉,大夫,夫妻,天機, , , ,巨門,祿, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
1949,戊,戌,大兄,兄弟,紫微, , , ,天相, , , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,力士
1949,己,亥,大命,命宮,天梁, ,科,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1950,庚,子,大父,父母,七殺, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,小耗
1950,辛,丑,大福,福德, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,忌,忌, ,1,忌,忌, , , , , , , , , ,將軍
1950,庚,寅,大田,田宅,廉貞, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,奏書
1950,辛,卯,大官,官祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1950,壬,辰,大僕,僕役,破軍, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,喜神
1950,癸,巳,大遷,遷移,天同, , ,科, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1950,甲,午,大疾,疾厄,武曲, ,祿,權,天府, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1950,乙,未,大財,財帛,太陽,權, ,祿,太陰, , , , , , , ,1, , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,伏兵
1950,丙,申,大子,子女,貪狼, ,權, , , , , , , ,1, , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1950,丁,酉,大夫,夫妻,天機, , , ,巨門,祿, , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
1950,戊,戌,大兄,兄弟,紫微, , , ,天相, , ,忌, , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,力士
1950,己,亥,大命,命宮,天梁, ,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1951,庚,子,大父,父母,七殺, , , , , , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,小耗
1951,辛,丑,大福,福德, , , , , , , , , , , , , , , , , , , , , , , , , ,1,忌,忌,忌,1,忌,忌,忌, , , , , , , , ,將軍
1951,庚,寅,大田,田宅,廉貞, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,奏書
1951,辛,卯,大官,官祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1951,壬,辰,大僕,僕役,破軍, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,喜神
1951,癸,巳,大遷,遷移,天同, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1951,甲,午,大疾,疾厄,武曲, ,祿, ,天府, , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,大耗
1951,乙,未,大財,財帛,太陽,權, ,權,太陰, , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,伏兵
1951,丙,申,大子,子女,貪狼, ,權, , , , , , , , , , , ,1, ,1, , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1951,丁,酉,大夫,夫妻,天機, , , ,巨門,祿, ,祿,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
1951,戊,戌,大兄,兄弟,紫微, , , ,天相, , , , , , ,1, ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,力士
1951,己,亥,大命,命宮,天梁, ,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1952,庚,子,大父,父母,七殺, , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,小耗
1952,辛,丑,大福,福德, , , , , , , , , , , , , , , , , , , , , , , , , ,1,忌,忌, ,1,忌,忌, , , , , , , , , ,將軍
1952,庚,寅,大田,田宅,廉貞, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,奏書
1952,辛,卯,大官,官祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1952,壬,辰,大僕,僕役,破軍, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,喜神
1952,癸,巳,大遷,遷移,天同, , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , ,病符
1952,甲,午,大疾,疾厄,武曲, ,祿,忌,天府, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1952,乙,未,大財,財帛,太陽,權, , ,太陰, , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,伏兵
1952,丙,申,大子,子女,貪狼, ,權, , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1952,丁,酉,大夫,夫妻,天機, , , ,巨門,祿, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
1952,戊,戌,大兄,兄弟,紫微, , ,權,天相, , , , , , ,1, , , , ,1, , , , ,1, , , , , , , , , , , ,1, , ,科, , , , ,力士
1952,己,亥,大命,命宮,天梁, ,科,祿, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1953,庚,子,大父,父母,七殺, , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,小耗
1953,辛,丑,大福,福德, , , , , , , , , , , , , ,1, , , , , , , , , , , ,1,忌,忌, ,1,忌,忌, , , , , , , , , ,將軍
1953,庚,寅,大田,田宅,廉貞, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,奏書
1953,辛,卯,大官,官祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1953,壬,辰,大僕,僕役,破軍, , ,祿, , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,喜神
1953,癸,巳,大遷,遷移,天同, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1953,甲,午,大疾,疾厄,武曲, ,祿, ,天府, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1953,乙,未,大財,財帛,太陽,權, , ,太陰, , ,科, , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,伏兵
1953,丙,申,大子,子女,貪狼, ,權,忌, , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1953,丁,酉,大夫,夫妻,天機, , , ,巨門,祿, ,權,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
1953,戊,戌,大兄,兄弟,紫微, , , ,天相, , , , , , ,1, , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , ,力士
1953,己,亥,大命,命宮,天梁, ,科, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,青龍
2限,庚,子,大命,父母,七殺, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,小耗
2限,辛,丑,大父,福德, , , , , , , , , , , , , , , , , , , , , , , , , ,1,忌, , ,1,忌, , , , , , , , , , ,將軍
2限,庚,寅,大福,田宅,廉貞, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,奏書
2限,辛,卯,大田,官祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,蜚廉
2限,壬,辰,大官,僕役,破軍, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,喜神
2限,癸,巳,大僕,遷移,天同, ,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2限,甲,午,大遷,疾厄,武曲, ,權, ,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
2限,乙,未,大疾,財帛,太陽,權,祿, ,太陰, , , , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , ,伏兵
2限,丙,申,大財,子女,貪狼, , , , , , , , ,1, , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
2限,丁,酉,大子,夫妻,天機, , , ,巨門,祿, , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2限,戊,戌,大夫,兄弟,紫微, , , ,天相, ,忌, , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,力士
2限,己,亥,大兄,命宮,天梁, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1954,庚,子,大命,父母,七殺, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,小耗
1954,辛,丑,大父,福德, , , , , , , , , , , , , , , , ,1, , , , , , , , ,1,忌, , ,1,忌, , , , , , , , , , ,將軍
1954,庚,寅,大福,田宅,廉貞, , ,祿, , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,奏書
1954,辛,卯,大田,官祿, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1954,壬,辰,大官,僕役,破軍, , ,權, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,喜神
1954,癸,巳,大僕,遷移,天同, ,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1954,甲,午,大遷,疾厄,武曲, ,權,科,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1954,乙,未,大疾,財帛,太陽,權,祿,忌,太陰, , , , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , ,伏兵
1954,丙,申,大財,子女,貪狼, , , , , , , , ,1, , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1954,丁,酉,大子,夫妻,天機, , , ,巨門,祿, , ,1, , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,博士
1954,戊,戌,大夫,兄弟,紫微, , , ,天相, ,忌, , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,力士
1954,己,亥,大兄,命宮,天梁, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1955,庚,子,大命,父母,七殺, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,小耗
1955,辛,丑,大父,福德, , , , , , , , , , , , , , , , , , , , , , , , , ,1,忌, , ,1,忌, , , , , , , , , , ,將軍
1955,庚,寅,大福,田宅,廉貞, , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , ,奏書
1955,辛,卯,大田,官祿, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1955,壬,辰,大官,僕役,破軍, , , , , , , , , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,喜神
1955,癸,巳,大僕,遷移,天同, ,科, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1955,甲,午,大遷,疾厄,武曲, ,權, ,天府, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1955,乙,未,大疾,財帛,太陽,權,祿, ,太陰, , ,忌, , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , ,伏兵
1955,丙,申,大財,子女,貪狼, , , , , , , , ,1, , , , ,1, , , , , ,1, ,1, , , , , , , , , , , , , , , , , , ,官符
1955,丁,酉,大子,夫妻,天機, , ,祿,巨門,祿, , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
1955,戊,戌,大夫,兄弟,紫微, , ,科,天相, ,忌, , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,力士
1955,己,亥,大兄,命宮,天梁, , ,權, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,青龍
1956,庚,子,大命,父母,七殺, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,小耗
1956,辛,丑,大父,福德, , , , , , , , , , , , , , , , , , , , , , , , ,1,1,忌, ,科,1,忌, ,科, , , , , , , , ,將軍
1956,庚,寅,大福,田宅,廉貞, , ,忌, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,奏書
1956,辛,卯,大田,官祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,蜚廉
1956,壬,辰,大官,僕役,破軍, , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , ,喜神
1956,癸,巳,大僕,遷移,天同, ,科,祿, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
1956,甲,午,大遷,疾厄,武曲, ,權, ,天府, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,大耗
1956,乙,未,大疾,財帛,太陽,權,祿, ,太陰, , , , , , , , , , ,1, , ,1, , , ,1, , , , , , , , , , , , , , , , , , ,伏兵
1956,丙,申,大財,子女,貪狼, , , , , , , , ,1, , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,官符
1956,丁,酉,大子,夫妻,天機, , ,權,巨門,祿, , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
